Country (2020),Transactions(down)/Commodity(right),Primary Coal and Peat,Coal and Peat Products,Primary Oil,Oil Products,Natural Gas,Biofuels and Waste,Nuclear,Electricity,Heat,Total Energy,memo: Of which Renewables
Tuvalu,Primary production,---,---,---,---,---,---,---,*7,---,*7,*7
Tuvalu,Imports,---,---,---,*139,---,---,---,---,---,*139,---
Tuvalu,Exports,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,International marine bunkers,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,International aviation bunkers,---,---,---,*-8,---,---,---,---,---,*-8,---
Tuvalu,Stock changes,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Total energy supply,---,---,---,*130,---,---,---,*7,---,*137,*7
Tuvalu,Statistical differences,---,---,---,*0,---,---,---,*0,---,*0,*7
Tuvalu,Transfers and recycled products,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Transformation,---,---,---,*-69,---,---,---,*24,---,*-45,---
Tuvalu,Electricity  CHP & Heat Plants,---,---,---,*-69,---,---,---,*24,---,*-45,---
Tuvalu,Electricity Plants,---,---,---,*-69,---,---,---,*24,---,*-45,---
Tuvalu,CHP plants,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Heat plants,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Coke ovens,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Briquetting plants,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Liquefaction plants,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Gas works,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Blast furnaces,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,NGL & gas blending,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Oil refineries,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Other transformation,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Energy industries own use,---,---,---,---,---,---,---,*-4,---,*-4,---
Tuvalu,Losses,---,---,---,---,---,---,---,*-2,---,*-2,---
Tuvalu,Final consumption,---,---,---,*61,---,---,---,*25,---,*87,---
Tuvalu,Final Energy Consumption,---,---,---,*61,---,---,---,*25,---,*87,---
Tuvalu,Manufacturing  const. and mining,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Iron and steel,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Chemical and petrochemical,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Non-ferrous metals,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Non-metallic minerals,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Transport equipment,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Machinery,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Mining and quarrying,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Food and tobacco,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Paper  pulp and printing,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Wood and wood products,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Textile and leather,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Construction,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Industry n.e.s,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Transport,---,---,---,*48,---,---,---,---,---,*48,---
Tuvalu,Road,---,---,---,*32,---,---,---,---,---,*32,---
Tuvalu,Rail,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Domestic aviation,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Domestic navigation,---,---,---,*15,---,---,---,---,---,*15,---
Tuvalu,Pipeline transport,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Transport n.e.s,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Other Consumption,---,---,---,*14,---,---,---,*25,---,*39,---
Tuvalu,Agriculture  forestry and fishing,---,---,---,*6,---,---,---,---,---,*6,---
Tuvalu,Commerce and public services,---,---,---,---,---,---,---,*14,---,*14,---
Tuvalu,Households,---,---,---,*8,---,---,---,*11,---,*19,---
Tuvalu,Other consumption n.e.s,---,---,---,---,---,---,---,---,---,---,---
Tuvalu,Non-energy use,---,---,---,---,---,---,---,---,---,---,---
