,Country (2018),Transactions(down)/Commodity(right),Primary Coal and Peat,Coal and Peat Products,Primary Oil,Oil Products,Natural Gas,Biofuels and Waste,Nuclear,Electricity,Heat,Total Energy,memo: Of which Renewables,All Coal,All Oil,All Inputs
42,Samoa,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Samoa,Domestic aviation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Samoa,Domestic navigation,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,258.0,258.0
45,Samoa,Pipeline transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Samoa,Transport n.e.s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Samoa,Other Consumption,0.0,0.0,0.0,358.0,0.0,1453.0,0.0,464.0,3.0,2279.0,1456.0,0.0,358.0,1814.0
48,Samoa,Agriculture  forestry and fishing,0.0,0.0,0.0,35.0,0.0,5.0,0.0,0.0,0.0,40.0,5.0,0.0,35.0,40.0
49,Samoa,Commerce and public services,0.0,0.0,0.0,178.0,0.0,0.0,0.0,324.0,3.0,505.0,3.0,0.0,178.0,181.0
50,Samoa,Households,0.0,0.0,0.0,145.0,0.0,1448.0,0.0,140.0,0.0,1733.0,1448.0,0.0,145.0,1593.0
51,Samoa,Other consumption n.e.s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Samoa,Non-energy use,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,121.0,121.0
53,Nauru,Primary production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0
54,Nauru,Imports,0.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,1074.0,1074.0
55,Nauru,Exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Nauru,International marine bunkers,0.0,0.0,0.0,-162.0,0.0,0.0,0.0,0.0,0.0,-162.0,0.0,0.0,-162.0,-162.0
57,Nauru,International aviation bunkers,0.0,0.0,0.0,-167.0,0.0,0.0,0.0,0.0,0.0,-167.0,0.0,0.0,-167.0,-167.0
58,Nauru,Stock changes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Nauru,Total energy supply,0.0,0.0,0.0,746.0,0.0,0.0,0.0,4.0,0.0,750.0,4.0,0.0,746.0,746.0
60,Nauru,Statistical differences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
61,Nauru,Transfers and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nauru,Transformation,0.0,0.0,0.0,-344.0,0.0,0.0,0.0,126.0,0.0,-218.0,0.0,0.0,-344.0,-344.0
63,Nauru,Electricity  CHP & Heat Plants,0.0,0.0,0.0,-344.0,0.0,0.0,0.0,126.0,0.0,-218.0,0.0,0.0,-344.0,-344.0
64,Nauru,Electricity Plants,0.0,0.0,0.0,-344.0,0.0,0.0,0.0,126.0,0.0,-218.0,0.0,0.0,-344.0,-344.0
65,Nauru,CHP plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Nauru,Heat plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Nauru,Coke ovens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Nauru,Briquetting plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Nauru,Liquefaction plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Nauru,Gas works,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Nauru,Blast furnaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Nauru,NGL & gas blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Nauru,Oil refineries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Nauru,Other transformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Nauru,Energy industries own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
76,Nauru,Losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,0.0,-28.0,0.0,0.0,0.0,0.0
77,Nauru,Final consumption,0.0,0.0,0.0,401.0,0.0,0.0,0.0,101.0,0.0,502.0,0.0,0.0,401.0,401.0
78,Nauru,Final Energy Consumption,0.0,0.0,0.0,401.0,0.0,0.0,0.0,101.0,0.0,502.0,0.0,0.0,401.0,401.0
79,Nauru,Manufacturing  const. and mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
80,Nauru,Iron and steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Nauru,Chemical and petrochemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Nauru,Non-ferrous metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Nauru,Non-metallic minerals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Nauru,Transport equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Nauru,Machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Nauru,Mining and quarrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Nauru,Food and tobacco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Nauru,Paper  pulp and printing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Nauru,Wood and wood products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
